@relation class
@attribute sex {Female,Male}
@attribute workclass {Federal-gov,Local-gov,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay}
@attribute education {Associates,Bachelors,Doctorate,Dropout,High-School-grad,Masters,Prof-school}
@attribute race {Amer-Indian-Eskimo,Asian-Pac-Islander,Black,Other,White}
@attribute marital-status {Married,Never-married,Separated,Widowed}
@attribute occupation {Admin,Blue-Collar,Military,Other,Professional,Sales,Service,White-Collar}
@attribute relationship {Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife}
@attribute capital-gain {high,low,medium-high,medium-low}
@attribute capital-loss {high,low,medium-high,medium-low}
@attribute hours-per-week {39.5-40.5,40.5-50.5,<39.5,>=50.5}
@attribute age {26-33,34-41,42-50,<25,>=51}
@attribute class {<=50K,>50K}
@data
Female,Private,Bachelors,White,Never-married,Professional,Own-child,low,low,39.5-40.5,<25,<=50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,26-33,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,<=50K
Female,Private,High-School-grad,White,Never-married,Admin,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Female,Private,High-School-grad,White,Never-married,Other,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Separated,Blue-Collar,Not-in-family,low,low,39.5-40.5,34-41,<=50K
Female,Private,High-School-grad,White,Separated,Admin,Own-child,low,low,<39.5,<25,<=50K
Male,Self-emp-not-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Local-gov,Masters,White,Married,Professional,Husband,medium-high,low,40.5-50.5,26-33,>50K
Male,Private,High-School-grad,White,Never-married,Admin,Other-relative,low,low,<39.5,>=51,<=50K
Female,Federal-gov,High-School-grad,White,Never-married,Sales,Not-in-family,low,low,<39.5,<25,<=50K
Male,State-gov,Masters,Asian-Pac-Islander,Married,Professional,Husband,low,low,<39.5,>=51,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,<39.5,26-33,>50K
Female,Private,Dropout,White,Never-married,Sales,Own-child,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,White,Never-married,Sales,Own-child,low,low,40.5-50.5,<25,<=50K
Male,Private,Dropout,White,Never-married,Blue-Collar,Own-child,low,low,>=50.5,<25,<=50K
Male,Local-gov,Bachelors,White,Married,Other,Husband,low,medium-high,39.5-40.5,42-50,>50K
Male,Self-emp-not-inc,Dropout,White,Married,Sales,Husband,low,low,<39.5,>=51,<=50K
Male,Private,Masters,White,Never-married,Sales,Not-in-family,low,low,40.5-50.5,34-41,<=50K
Female,Private,Dropout,White,Widowed,Service,Not-in-family,low,low,39.5-40.5,>=51,<=50K
Male,Private,Dropout,Black,Separated,Blue-Collar,Not-in-family,low,low,<39.5,>=51,<=50K
Male,Self-emp-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,<=50K
Male,Private,Dropout,Black,Never-married,Service,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Female,Private,High-School-grad,Black,Separated,Service,Not-in-family,low,low,39.5-40.5,>=51,<=50K
Female,Self-emp-not-inc,High-School-grad,White,Never-married,Professional,Unmarried,high,low,39.5-40.5,<25,>50K
Female,Self-emp-not-inc,High-School-grad,White,Married,Sales,Wife,low,low,<39.5,34-41,>50K
Male,Private,High-School-grad,White,Never-married,White-Collar,Not-in-family,low,low,40.5-50.5,26-33,<=50K
Female,Local-gov,High-School-grad,White,Married,Service,Wife,low,low,<39.5,42-50,>50K
Female,Private,High-School-grad,White,Separated,Admin,Not-in-family,low,low,39.5-40.5,>=51,<=50K
Female,Private,Associates,White,Married,Admin,Wife,low,low,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Never-married,Professional,Own-child,low,low,39.5-40.5,<25,<=50K
Female,Private,Bachelors,White,Separated,White-Collar,Not-in-family,low,low,39.5-40.5,42-50,<=50K
Male,Private,Bachelors,White,Never-married,Service,Not-in-family,medium-low,low,<39.5,34-41,<=50K
Male,Private,Doctorate,White,Never-married,Professional,Not-in-family,low,low,<39.5,>=51,<=50K
Male,Federal-gov,Bachelors,White,Married,White-Collar,Husband,low,low,>=50.5,42-50,>50K
Male,Private,Doctorate,White,Married,Professional,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Own-child,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,White,Never-married,Service,Not-in-family,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,medium-low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,<25,<=50K
Male,Private,Masters,White,Married,Sales,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,<=50K
Female,Private,Associates,Black,Widowed,Other,Unmarried,low,low,39.5-40.5,26-33,<=50K
Female,Private,Bachelors,White,Married,Professional,Wife,low,low,39.5-40.5,26-33,>50K
Male,Private,Bachelors,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Blue-Collar,Husband,medium-high,low,>=50.5,>=51,>50K
Female,Private,Associates,White,Separated,Sales,Unmarried,low,low,<39.5,42-50,<=50K
Female,Private,High-School-grad,White,Separated,Admin,Unmarried,low,low,40.5-50.5,34-41,<=50K
Male,Local-gov,Bachelors,White,Never-married,Blue-Collar,Not-in-family,high,low,39.5-40.5,26-33,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,40.5-50.5,34-41,<=50K
Male,Private,High-School-grad,White,Never-married,Sales,Not-in-family,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,<=50K
Male,Private,High-School-grad,Black,Married,Service,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Married,Other,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Private,Associates,Black,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,<=50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,42-50,<=50K
Female,Private,Associates,Other,Never-married,Professional,Own-child,low,low,>=50.5,26-33,<=50K
Male,Private,High-School-grad,White,Never-married,Sales,Own-child,low,low,40.5-50.5,<25,<=50K
Female,Private,Bachelors,White,Never-married,Professional,Not-in-family,low,medium-high,39.5-40.5,<25,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Unmarried,low,low,39.5-40.5,26-33,<=50K
Male,Self-emp-not-inc,High-School-grad,White,Separated,Blue-Collar,Not-in-family,low,low,40.5-50.5,34-41,<=50K
Male,Private,Bachelors,Asian-Pac-Islander,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,Sales,Husband,medium-high,low,40.5-50.5,>=51,>50K
Male,Private,High-School-grad,White,Never-married,Service,Other-relative,low,low,<39.5,<25,<=50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,>=50.5,34-41,>50K
Male,Self-emp-not-inc,Masters,White,Married,Professional,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,high,low,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Never-married,Admin,Own-child,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,Other,Married,Service,Husband,low,low,39.5-40.5,26-33,<=50K
Male,Federal-gov,Bachelors,White,Never-married,Other,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,<25,<=50K
Male,Local-gov,High-School-grad,Black,Separated,Other,Not-in-family,low,low,<39.5,>=51,<=50K
Male,Private,Dropout,White,Separated,Blue-Collar,Own-child,low,low,39.5-40.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Local-gov,Bachelors,White,Married,Other,Husband,low,low,39.5-40.5,34-41,>50K
Female,Private,High-School-grad,White,Never-married,Blue-Collar,Own-child,low,low,39.5-40.5,>=51,<=50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,<25,<=50K
Male,Self-emp-inc,Bachelors,White,Married,Professional,Husband,low,low,>=50.5,34-41,>50K
Female,Private,Associates,White,Married,Professional,Wife,low,medium-high,39.5-40.5,<25,>50K
Female,Private,Associates,White,Separated,Service,Unmarried,low,low,<39.5,34-41,<=50K
Male,Private,High-School-grad,Black,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Self-emp-not-inc,Associates,White,Married,Blue-Collar,Husband,low,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Never-married,White-Collar,Own-child,low,low,39.5-40.5,<25,<=50K
Female,Private,High-School-grad,Black,Never-married,Sales,Unmarried,low,low,<39.5,26-33,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,low,low,39.5-40.5,<25,<=50K
Female,Private,Associates,Black,Never-married,Admin,Unmarried,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,Asian-Pac-Islander,Never-married,Admin,Not-in-family,low,low,39.5-40.5,<25,<=50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Professional,Husband,low,low,<39.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Self-emp-not-inc,Associates,White,Never-married,Blue-Collar,Own-child,low,low,>=50.5,26-33,<=50K
Male,Federal-gov,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,34-41,<=50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,high,40.5-50.5,>=51,>50K
Male,Local-gov,High-School-grad,Other,Married,White-Collar,Husband,low,medium-high,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Never-married,Sales,Not-in-family,low,low,40.5-50.5,<25,<=50K
Male,Self-emp-not-inc,Prof-school,White,Married,Professional,Husband,high,low,40.5-50.5,42-50,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Sales,Husband,low,low,>=50.5,42-50,>50K
Male,Private,Bachelors,White,Never-married,Other,Own-child,low,low,39.5-40.5,<25,<=50K
Female,Self-emp-not-inc,High-School-grad,Asian-Pac-Islander,Separated,White-Collar,Unmarried,low,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,40.5-50.5,34-41,<=50K
Female,Private,High-School-grad,White,Married,Admin,Wife,low,low,39.5-40.5,34-41,>50K
Female,Private,High-School-grad,White,Separated,Sales,Unmarried,low,low,<39.5,>=51,<=50K
Male,Private,Associates,White,Separated,White-Collar,Not-in-family,high,low,39.5-40.5,42-50,>50K
Female,Private,High-School-grad,Black,Never-married,Blue-Collar,Unmarried,low,low,40.5-50.5,34-41,<=50K
Female,Self-emp-inc,Dropout,White,Married,Blue-Collar,Wife,low,low,39.5-40.5,>=51,<=50K
Female,Private,High-School-grad,White,Separated,Blue-Collar,Unmarried,low,low,40.5-50.5,>=51,<=50K
Female,Private,High-School-grad,White,Widowed,Service,Not-in-family,low,low,<39.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,medium-low,low,<39.5,42-50,<=50K
Male,Private,Bachelors,White,Separated,Service,Not-in-family,low,low,>=50.5,34-41,<=50K
Female,Local-gov,High-School-grad,White,Separated,Professional,Unmarried,low,low,<39.5,42-50,<=50K
Male,Private,High-School-grad,Black,Married,Blue-Collar,Husband,low,low,<39.5,>=51,>50K
Female,Private,Associates,Black,Separated,Admin,Not-in-family,low,low,40.5-50.5,<25,<=50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,>=51,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Own-child,low,low,40.5-50.5,<25,<=50K
Male,Private,Dropout,White,Separated,Blue-Collar,Not-in-family,low,low,39.5-40.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,<39.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,Admin,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Never-married,Service,Not-in-family,low,low,<39.5,26-33,<=50K
Male,Private,Associates,White,Married,Professional,Husband,low,medium-high,40.5-50.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,<=50K
Female,Self-emp-not-inc,High-School-grad,White,Separated,Service,Unmarried,low,low,39.5-40.5,26-33,<=50K
Female,Private,Dropout,White,Separated,Service,Not-in-family,low,low,<39.5,34-41,<=50K
Male,Private,Bachelors,White,Married,Sales,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Local-gov,Associates,White,Married,Other,Husband,low,low,39.5-40.5,26-33,<=50K
Female,Local-gov,High-School-grad,White,Widowed,Admin,Unmarried,low,low,39.5-40.5,>=51,<=50K
Female,Private,High-School-grad,White,Separated,Admin,Unmarried,low,low,<39.5,34-41,<=50K
Male,Private,Bachelors,White,Separated,Service,Not-in-family,low,low,39.5-40.5,34-41,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,medium-low,low,40.5-50.5,34-41,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,>50K
Male,Self-emp-not-inc,High-School-grad,White,Never-married,White-Collar,Not-in-family,medium-low,low,<39.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,medium-high,low,40.5-50.5,>=51,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Sales,Husband,low,low,>=50.5,26-33,<=50K
Male,Self-emp-inc,Dropout,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,<=50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,medium-high,40.5-50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Admin,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,<25,<=50K
Female,Private,Bachelors,White,Separated,Admin,Unmarried,low,low,<39.5,42-50,<=50K
Female,Private,High-School-grad,Black,Separated,Blue-Collar,Unmarried,low,low,40.5-50.5,42-50,<=50K
Female,Private,Bachelors,Asian-Pac-Islander,Never-married,Admin,Other-relative,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,medium-low,40.5-50.5,34-41,<=50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,>=50.5,34-41,<=50K
Male,Private,Associates,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,>50K
Female,Private,High-School-grad,White,Separated,Admin,Not-in-family,low,low,<39.5,>=51,<=50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,39.5-40.5,34-41,>50K
Male,Self-emp-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Female,Private,Associates,White,Never-married,Service,Own-child,low,low,39.5-40.5,<25,<=50K
Male,Private,Prof-school,White,Separated,Professional,Unmarried,low,low,40.5-50.5,>=51,<=50K
Male,Private,Dropout,White,Never-married,Blue-Collar,Not-in-family,low,low,40.5-50.5,<25,<=50K
Male,Private,High-School-grad,White,Separated,Blue-Collar,Not-in-family,low,medium-low,>=50.5,34-41,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,<25,<=50K
Male,State-gov,Bachelors,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,26-33,<=50K
Female,Private,High-School-grad,Black,Separated,Service,Unmarried,low,low,<39.5,34-41,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Own-child,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,low,low,39.5-40.5,34-41,<=50K
Female,Private,Masters,White,Never-married,White-Collar,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Male,Private,Masters,White,Separated,Sales,Not-in-family,low,low,<39.5,>=51,<=50K
Male,Private,High-School-grad,Black,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,<=50K
Male,Private,Bachelors,White,Married,Sales,Husband,medium-high,low,39.5-40.5,42-50,>50K
Male,Private,Bachelors,White,Married,Admin,Husband,high,low,40.5-50.5,>=51,>50K
Male,Self-emp-not-inc,Dropout,White,Married,Blue-Collar,Husband,low,low,>=50.5,>=51,<=50K
Female,Private,High-School-grad,White,Never-married,Admin,Not-in-family,low,low,>=50.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,>=50.5,34-41,>50K
Female,Private,High-School-grad,Black,Married,Service,Wife,low,low,39.5-40.5,>=51,<=50K
Female,Private,High-School-grad,White,Never-married,Blue-Collar,Own-child,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Widowed,Blue-Collar,Unmarried,low,low,39.5-40.5,34-41,<=50K
Female,Private,High-School-grad,White,Never-married,Service,Not-in-family,low,medium-high,39.5-40.5,<25,<=50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,<39.5,<25,<=50K
Male,Private,Bachelors,White,Married,White-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Female,Private,High-School-grad,Black,Never-married,Service,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Never-married,White-Collar,Not-in-family,low,low,40.5-50.5,34-41,<=50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,high,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Private,Dropout,Amer-Indian-Eskimo,Never-married,Blue-Collar,Not-in-family,low,low,>=50.5,<25,<=50K
Female,Local-gov,Associates,Black,Never-married,Admin,Own-child,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,White,Never-married,Admin,Own-child,low,low,<39.5,26-33,<=50K
Male,Local-gov,High-School-grad,White,Separated,Other,Not-in-family,low,low,39.5-40.5,>=51,>50K
Male,Local-gov,Dropout,White,Married,Blue-Collar,Husband,low,low,<39.5,34-41,<=50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Admin,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,Bachelors,White,Married,Sales,Husband,low,low,<39.5,>=51,>50K
Male,Self-emp-inc,Bachelors,White,Married,White-Collar,Husband,low,medium-high,40.5-50.5,26-33,>50K
Female,Private,Bachelors,White,Separated,Sales,Not-in-family,high,low,40.5-50.5,>=51,>50K
Male,State-gov,Bachelors,White,Married,Professional,Husband,low,low,<39.5,42-50,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,<39.5,>=51,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,low,low,39.5-40.5,<25,<=50K
Female,Private,Doctorate,White,Married,Other,Wife,low,low,<39.5,34-41,<=50K
Female,Private,High-School-grad,Black,Widowed,Professional,Unmarried,low,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Separated,Blue-Collar,Own-child,low,low,39.5-40.5,<25,<=50K
Female,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Female,Private,Dropout,White,Never-married,Sales,Own-child,low,low,<39.5,<25,<=50K
Male,Local-gov,High-School-grad,White,Married,Other,Husband,low,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Never-married,White-Collar,Not-in-family,low,low,40.5-50.5,34-41,<=50K
Female,Private,Associates,White,Married,White-Collar,Wife,low,low,39.5-40.5,26-33,<=50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,>=50.5,26-33,<=50K
Male,Private,High-School-grad,Black,Never-married,Blue-Collar,Not-in-family,low,low,39.5-40.5,34-41,<=50K
Male,Private,Prof-school,White,Never-married,Professional,Not-in-family,low,low,>=50.5,26-33,<=50K
Male,Private,Bachelors,Asian-Pac-Islander,Married,Admin,Husband,low,low,39.5-40.5,42-50,>50K
Male,Federal-gov,High-School-grad,White,Married,White-Collar,Husband,medium-high,low,39.5-40.5,>=51,>50K
Male,Local-gov,High-School-grad,Black,Married,Other,Husband,low,low,39.5-40.5,<25,<=50K
Female,Private,High-School-grad,Black,Never-married,Admin,Own-child,low,low,<39.5,<25,<=50K
Female,Private,High-School-grad,White,Never-married,Blue-Collar,Unmarried,low,low,40.5-50.5,26-33,<=50K
Female,Private,High-School-grad,White,Separated,Admin,Not-in-family,low,low,39.5-40.5,42-50,<=50K
Female,Private,High-School-grad,White,Never-married,Blue-Collar,Own-child,low,low,<39.5,34-41,<=50K
Male,Local-gov,Bachelors,White,Never-married,Other,Own-child,low,low,39.5-40.5,26-33,<=50K
Female,Private,High-School-grad,Black,Separated,Sales,Unmarried,low,low,<39.5,34-41,<=50K
Male,Self-emp-not-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,>=50.5,34-41,<=50K
Male,Private,Dropout,White,Never-married,Service,Own-child,low,low,<39.5,<25,<=50K
Male,Private,Bachelors,White,Married,Professional,Husband,medium-low,low,39.5-40.5,42-50,>50K
Female,Private,Dropout,White,Never-married,Blue-Collar,Unmarried,low,low,<39.5,26-33,<=50K
Female,Private,Dropout,Black,Never-married,Blue-Collar,Unmarried,medium-high,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Never-married,Sales,Not-in-family,low,low,<39.5,>=51,<=50K
Male,Private,Associates,White,Separated,Blue-Collar,Not-in-family,low,low,39.5-40.5,26-33,<=50K
Female,Private,High-School-grad,Black,Never-married,Service,Other-relative,low,low,>=50.5,26-33,<=50K
Male,Self-emp-inc,Bachelors,White,Married,Professional,Husband,high,low,39.5-40.5,34-41,>50K
Female,Private,High-School-grad,White,Never-married,Professional,Own-child,low,low,<39.5,<25,<=50K
Female,Federal-gov,High-School-grad,Black,Married,Professional,Wife,low,low,39.5-40.5,42-50,<=50K
Female,Private,High-School-grad,White,Separated,Admin,Unmarried,low,low,39.5-40.5,42-50,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,medium-low,low,39.5-40.5,>=51,<=50K
Female,Private,Bachelors,White,Separated,White-Collar,Not-in-family,low,low,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,<=50K
Male,Private,High-School-grad,White,Separated,Blue-Collar,Not-in-family,low,low,40.5-50.5,34-41,<=50K
Male,Self-emp-not-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,40.5-50.5,26-33,>50K
Female,Private,Bachelors,White,Never-married,Other,Not-in-family,medium-high,low,40.5-50.5,26-33,>50K
Female,Private,Dropout,Black,Never-married,Blue-Collar,Own-child,low,low,39.5-40.5,<25,<=50K
Female,Local-gov,Dropout,Black,Separated,Service,Not-in-family,low,low,>=50.5,>=51,<=50K
Male,Private,Bachelors,White,Married,Admin,Husband,medium-high,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,Black,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Sales,Husband,high,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,39.5-40.5,>=51,<=50K
Male,Self-emp-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,>=50.5,42-50,<=50K
Male,Private,Associates,White,Married,Blue-Collar,Husband,low,low,>=50.5,26-33,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,<25,>50K
Male,Self-emp-inc,Bachelors,White,Married,White-Collar,Husband,low,low,39.5-40.5,>=51,>50K
Female,State-gov,High-School-grad,Black,Never-married,Admin,Unmarried,low,low,39.5-40.5,42-50,<=50K
Female,Private,High-School-grad,White,Separated,Blue-Collar,Not-in-family,low,low,<39.5,26-33,<=50K
Male,Private,Doctorate,White,Married,Professional,Husband,high,low,<39.5,>=51,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,<=50K
Male,Self-emp-not-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,<39.5,>=51,<=50K
Male,Local-gov,High-School-grad,White,Married,Other,Husband,low,low,39.5-40.5,26-33,<=50K
Male,State-gov,Associates,White,Married,Other,Husband,low,low,>=50.5,34-41,<=50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,>=50.5,34-41,<=50K
Female,Private,Bachelors,White,Married,White-Collar,Wife,medium-high,low,40.5-50.5,<25,>50K
Female,Private,High-School-grad,White,Never-married,Admin,Not-in-family,low,high,<39.5,<25,<=50K
Male,Private,Masters,White,Never-married,Professional,Not-in-family,low,low,>=50.5,34-41,>50K
Male,Private,Dropout,White,Never-married,Sales,Own-child,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,low,low,<39.5,<25,<=50K
Female,Local-gov,High-School-grad,White,Married,Admin,Wife,medium-high,low,<39.5,42-50,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Professional,Husband,medium-low,low,40.5-50.5,34-41,<=50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,>50K
Male,Private,Bachelors,White,Never-married,White-Collar,Unmarried,low,low,39.5-40.5,<25,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Female,Private,High-School-grad,White,Separated,Service,Own-child,low,low,<39.5,26-33,<=50K
Male,Private,Bachelors,White,Married,Professional,Husband,medium-high,low,>=50.5,34-41,>50K
Female,Private,High-School-grad,White,Never-married,Admin,Own-child,low,low,39.5-40.5,<25,<=50K
Female,Private,Dropout,Black,Separated,Service,Not-in-family,low,low,<39.5,42-50,<=50K
Female,Private,High-School-grad,White,Separated,White-Collar,Not-in-family,low,low,39.5-40.5,>=51,<=50K
Female,Private,High-School-grad,White,Never-married,Other,Not-in-family,low,low,<39.5,<25,<=50K
Male,Private,High-School-grad,Black,Never-married,Service,Own-child,low,low,39.5-40.5,34-41,<=50K
Female,Private,High-School-grad,White,Separated,Sales,Not-in-family,low,low,<39.5,26-33,<=50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,<=50K
Female,Private,Associates,White,Separated,Other,Unmarried,low,low,>=50.5,34-41,<=50K
Male,Private,Associates,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,<=50K
Male,Private,Associates,White,Never-married,Blue-Collar,Not-in-family,low,low,40.5-50.5,<25,<=50K
